time_perf,ql_0,ql_1,ql_2,ql_3,ql_4,ql_5,qr_0,qr_1,qr_2,qr_3,qr_4,qr_5,hip_base_roll,hip_base_pitch,hip_base_yaw,hip_qw,hip_qx,hip_qy,hip_qz
6.024539100000000147e+00,-4.357532535161385279e-01,5.038100778158360882e-03,-2.345739988761197381e-03,8.009973387580426873e-01,-3.652499942943441269e-01,-5.557419274270118843e-03,-4.195065836811680549e-01,1.084898887632066433e-01,-4.825207242377560490e-02,7.666229993242552609e-01,-3.497369238854193263e-01,-1.186978317961182028e-01,-1.108999999999999986e+00,1.389999999999815827e-01,-8.070000000000000506e-01,9.999277205427350435e-01,-9.668910537243049705e-03,1.281070302045988520e-03,-7.030271553356209208e-03
6.033754199999999734e+00,-4.355817376063514379e-01,1.231450691157087718e-02,-5.730892441078605515e-03,8.006314416774706899e-01,-3.650849911709137530e-01,-1.358265616283327142e-02,-4.171735362738426822e-01,1.158472214603083472e-01,-5.118244192239318480e-02,7.617331537465670266e-01,-3.475282553177208023e-01,-1.266036709655895820e-01,-1.108999999999999986e+00,1.389999999999815827e-01,-8.070000000000000506e-01,9.999277205427350435e-01,-9.668910537243049705e-03,1.281070302045988520e-03,-7.030271553356209208e-03
6.043765200000000171e+00,-4.352778875161001371e-01,1.937042772677455282e-02,-9.006918269031993773e-03,7.999833945985228567e-01,-3.647927443295255756e-01,-2.136183279519546924e-02,-4.147481458974691115e-01,1.229909300519180793e-01,-5.396257259018044650e-02,7.566618320344788984e-01,-3.452371325523277967e-01,-1.342535943636496421e-01,-1.597999999999999865e+00,2.379999999999995453e-01,-7.690000000000000169e-01,9.998782902335542344e-01,-1.393044822008933196e-02,2.170270863738986335e-03,-6.681111912685118448e-03
6.054132199999999742e+00,-4.348557503336662466e-01,2.618322852996679551e-02,-1.216041547919477495e-02,7.990834061022571433e-01,-3.643868662946712078e-01,-2.886872644183735570e-02,-4.122507808008924468e-01,1.298971803146984350e-01,-5.658522442959035281e-02,7.514527675449631516e-01,-3.428832718049479311e-01,-1.416232049303049467e-01,-2.060000000000000053e+00,3.319999999999936335e-01,-8.679999999999999938e-01,9.998059348298269366e-01,-1.795338984059120097e-02,3.032852136941257756e-03,-7.521321705862234197e-03
6.063548800000000405e+00,-4.343295341203806670e-01,3.274166732846572891e-02,-1.518405110780718381e-02,7.979620753169438530e-01,-3.638811437555382611e-01,-3.609002346793031835e-02,-4.096991677984122560e-01,1.365536257047863522e-01,-5.904878110551781134e-02,7.461438043657606656e-01,-3.404837438742123190e-01,-1.487008635754644981e-01,-2.060000000000000053e+00,3.319999999999936335e-01,-8.679999999999999938e-01,9.998059348298269366e-01,-1.795338984059120097e-02,3.032852136941257756e-03,-7.521321705862234197e-03
6.073176400000000363e+00,-4.337130843736474173e-01,3.904050712457829420e-02,-1.807398725616460311e-02,7.966492412454240224e-01,-3.632890201063698754e-01,-4.301934711252668880e-02,-4.071093468429234918e-01,1.429540070097483628e-01,-6.135475644689969421e-02,7.407689269702277812e-01,-3.380538894503004599e-01,-1.554817349352769773e-01,-2.388999999999999790e+00,2.160000000000081855e-01,-9.120000000000000329e-01,9.997495624268418757e-01,-2.083075211329607490e-02,2.050393777150931029e-03,-7.917580381114107738e-03
6.084237599999999802e+00,-4.330197283335247560e-01,4.507734377739613940e-02,-2.082832982577809133e-02,7.951736235928148488e-01,-3.626234346245151841e-01,-4.965372454856505080e-02,-4.044963909305379079e-01,1.490949629695501599e-01,-6.350634801605958835e-02,7.353597837857392960e-01,-3.356080064176789612e-01,-1.619642794580366529e-01,-2.690999999999999837e+00,0.000000000000000000e+00,-9.499999999999999556e-01,9.996899225334110461e-01,-2.348043982469955396e-02,1.946646775028891769e-04,-8.287933182927283496e-03
6.093644900000000142e+00,-4.322622388840628438e-01,5.085114274239921350e-02,-2.344637458771692273e-02,7.935627247945244989e-01,-3.618967791731737549e-01,-5.599193924671140576e-02,-4.018747621346077659e-01,1.549745573227558904e-01,-6.550774370909784317e-02,7.299464439262290938e-01,-3.331596909715561772e-01,-1.681486199415812843e-01,-2.690999999999999837e+00,0.000000000000000000e+00,-9.499999999999999556e-01,9.996899225334110461e-01,-2.348043982469955396e-02,1.946646775028891769e-04,-8.287933182927283496e-03
6.104479000000000433e+00,-4.314527815268899835e-01,5.636190473684599134e-02,-2.592837678514214872e-02,7.918427017629952047e-01,-3.611208409940953601e-01,-6.203412750678152093e-02,-3.992583131107855787e-01,1.605919461036691143e-01,-6.736388407622362351e-02,7.245574182254586049e-01,-3.307218461616336924e-01,-1.740361360094334342e-01,-2.855999999999999872e+00,-2.009999999999934062e-01,-9.609999999999999654e-01,9.996523722424112135e-01,-2.493451216021597486e-02,-1.544458529490721089e-03,-8.427302136660215492e-03
6.113880400000000215e+00,-4.306028021914828363e-01,6.161090803853719322e-02,-2.827558173980837530e-02,7.900381174683399621e-01,-3.603066910490042574e-01,-6.778200781094154137e-02,-3.966600419014205681e-01,1.659476304859359708e-01,-6.908042928910251845e-02,7.192191778489096521e-01,-3.283064629615686236e-01,-1.796296789005318029e-01,-2.893999999999999684e+00,-2.729999999999961346e-01,-1.004999999999999893e+00,9.996393007579035261e-01,-2.527207403261979776e-02,-2.160055226117562309e-03,-8.827503370675011951e-03
6.123797299999999666e+00,-4.297228798280967599e-01,6.660106476381133511e-02,-3.049030113211337323e-02,7.881716234218920647e-01,-3.594645409431258543e-01,-7.323923290452688528e-02,-3.940917619324723620e-01,1.710438264966138711e-01,-7.066374892340432368e-02,7.139555096745873186e-01,-3.259243270954734761e-01,-1.849339053371824027e-01,-2.893999999999999684e+00,-2.729999999999961346e-01,-1.004999999999999893e+00,9.996393007579035261e-01,-2.527207403261979776e-02,-2.160055226117562309e-03,-8.827503370675011951e-03
6.133377399999999646e+00,-4.311736640624215799e-01,7.084179244120747398e-02,-3.255146758733240553e-02,7.905640563042606317e-01,-3.605439785753947746e-01,-7.795116630288019544e-02,-3.915637821791962403e-01,1.758847529967939582e-01,-7.212087034953396092e-02,7.087869038941567723e-01,-3.235847400592191114e-01,-1.899555230909792392e-01,-2.795999999999999819e+00,-2.180000000000177351e-01,-1.026999999999999913e+00,9.996599682025283373e-01,-2.441330259087704999e-02,-1.683113489942475232e-03,-9.005873578179515726e-03
6.144951899999999689e+00,-4.372384288266431551e-01,7.385363324193527923e-02,-3.447498360769674086e-02,8.013931622743166727e-01,-3.654284897889610306e-01,-8.149062400519405114e-02,-3.890844577624548717e-01,1.804771215821214803e-01,-7.345947573304822953e-02,7.037296869974145608e-01,-3.212951245540733858e-01,-1.947037443369832865e-01,-2.734999999999999876e+00,-3.000000000000113687e-01,-9.779999999999999805e-01,9.996748189780305660e-01,-2.388649764890731636e-02,-2.413472487836706634e-03,-8.594572814347412396e-03
6.153726100000000088e+00,-4.476392939740256871e-01,7.567923326663472672e-02,-3.628653239185264390e-02,8.201472853360858295e-01,-3.738818660858882481e-01,-8.391390733378177591e-02,-3.866598611541551822e-01,1.848303528205947899e-01,-7.468780583846101884e-02,6.987954109788026003e-01,-3.190607455991427699e-01,-1.991904539846731381e-01,-2.734999999999999876e+00,-3.000000000000113687e-01,-9.779999999999999805e-01,9.996748189780305660e-01,-2.388649764890731636e-02,-2.413472487836706634e-03,-8.594572814347412396e-03
6.163273399999999569e+00,-4.619083786838916739e-01,7.638853654258648262e-02,-3.797310533788089693e-02,8.459631152058593173e-01,-3.855059713007538136e-01,-8.528985389264034933e-02,-3.842939950590459341e-01,1.889558604808074804e-01,-7.581431505041691388e-02,6.939913468191072354e-01,-3.168849316815740558e-01,-2.034294249373166386e-01,-2.745999999999999996e+00,-5.800000000000125056e-01,-9.120000000000000329e-01,9.996674607172609806e-01,-2.400028190857935936e-02,-4.869125188860320801e-03,-8.077504027078030030e-03
6.174438499999999941e+00,-4.794511673977153166e-01,7.607579189569158018e-02,-3.949413990118633144e-02,8.777429615381411310e-01,-3.997949881922249205e-01,-8.569890677247490873e-02,-3.819894186015319604e-01,1.928657945172331800e-01,-7.684723852460528803e-02,6.893218044045035242e-01,-3.147696707429719076e-01,-2.074349999607591755e-01,-2.745999999999999996e+00,-5.800000000000125056e-01,-9.120000000000000329e-01,9.996674607172609806e-01,-2.400028190857935936e-02,-4.869125188860320801e-03,-8.077504027078030030e-03
6.183564399999999850e+00,-4.996115464101827941e-01,7.485581602908664145e-02,-4.079537911505304315e-02,9.142747934164621171e-01,-4.161910576799883188e-01,-8.523230688850519376e-02,-3.797480411370604547e-01,1.965717230475292343e-01,-7.779422123890045171e-02,6.847897709309602732e-01,-3.127163512618005292e-01,-2.112207387846292417e-01,-2.185999999999999943e+00,-7.180000000000177351e-01,-9.120000000000000329e-01,9.997658088811390842e-01,-1.912417033900163169e-02,-6.112542606330369915e-03,-8.076529203336263452e-03
6.193667099999999870e+00,-5.217250697090198841e-01,7.285988086074945969e-02,-4.182239589713288019e-02,9.543306256545323052e-01,-4.341300396186653643e-01,-8.399153820301866191e-02,-3.775718999865461667e-01,2.000835326686221105e-01,-7.866207362460220232e-02,6.803984946320600358e-01,-3.107264794035309308e-01,-2.147983122478905049e-01,-1.653000000000000025e+00,-4.980000000000188720e-01,-7.860000000000000320e-01,9.998625659417947897e-01,-1.445397597945452701e-02,-4.246362778242682157e-03,-6.920997748240060102e-03
6.205336400000000197e+00,-5.451551628771156288e-01,7.023146028409876784e-02,-4.253182398647825657e-02,9.967337732609573564e-01,-4.530729856410111722e-01,-8.208799259610340127e-02,-3.754638028847801512e-01,2.034086767029925635e-01,-7.945666442181797962e-02,6.761527768995438947e-01,-3.088022647207484539e-01,-2.181767673490649373e-01,-1.653000000000000025e+00,-4.980000000000188720e-01,-7.860000000000000320e-01,9.998625659417947897e-01,-1.445397597945452701e-02,-4.246362778242682157e-03,-6.920997748240060102e-03
6.213458900000000007e+00,-5.693133050684067165e-01,6.712198200984831331e-02,-4.289949327836573012e-02,1.040396996873792723e+00,-4.725242027863414407e-01,-7.964271457524930986e-02,-3.734277721076436629e-01,2.065517993321959178e-01,-8.018293144127541794e-02,6.720598521892116040e-01,-3.069470194949395214e-01,-2.213621824036370034e-01,-1.064999999999999947e+00,-1.899999999999977263e-01,-6.810000000000000497e-01,9.999376882504302788e-01,-9.303420706547937957e-03,-1.602730251683669041e-03,-5.957955629469462687e-03
6.224526000000000003e+00,-5.936672012495369799e-01,6.368667780442116566e-02,-4.292542981263824942e-02,1.084338873006320370e+00,-4.920392327424591983e-01,-7.678602277697681167e-02,-3.714692702265238178e-01,2.095147020389709347e-01,-8.084497780644217535e-02,6.681298225710570193e-01,-3.051653564283052233e-01,-2.243576699959758392e-01,-7.139999999999999680e-01,-1.189999999999997726e-01,-5.490000000000000435e-01,9.999685420216595233e-01,-6.235685369475713405e-03,-1.008587524693189963e-03,-4.797285300518733253e-03
6.233779199999999854e+00,-6.177413519074463899e-01,6.008060144507187950e-02,-4.263601828949159511e-02,1.127686328605914667e+00,-5.112263548625222143e-01,-7.365677615346384599e-02,-3.695952167049876835e-01,2.122965875840407968e-01,-8.144621889192671382e-02,6.643756721767823947e-01,-3.034631958866964574e-01,-2.271636557683647806e-01,-7.139999999999999680e-01,-1.189999999999997726e-01,-5.490000000000000435e-01,9.999685420216595233e-01,-6.235685369475713405e-03,-1.008587524693189963e-03,-4.797285300518733253e-03
6.243771299999999691e+00,-6.411135854103888754e-01,5.645487845391139459e-02,-4.208369206835227416e-02,1.169669660600110461e+00,-5.297444809140676725e-01,-7.040105322443081237e-02,-3.678138220987605678e-01,2.148945064664735671e-01,-8.198954897937205111e-02,6.608129207901374258e-01,-3.018476093551343276e-01,-2.297783529375983513e-01,-4.390000000000000013e-01,-2.450000000000045475e-01,-5.110000000000000098e-01,9.999803970087772775e-01,-3.840475526360154560e-03,-2.120906264898722842e-03,-4.467449217953752341e-03
6.253212600000000343e+00,-6.634099960389442385e-01,5.295325580061649440e-02,-4.134447277663477749e-02,1.209614277724538667e+00,-5.472993556543270799e-01,-6.717004194184941768e-02,-3.661342754362678642e-01,2.173039334842408188e-01,-8.247750344202753325e-02,6.574589918722146820e-01,-3.003265331053355247e-01,-2.321983572540692875e-01,-2.800000000000000266e-01,-3.110000000000070486e-01,-5.220000000000000195e-01,9.999829263583838168e-01,-2.455787126102893826e-03,-2.702816764640693457e-03,-4.561894655840384102e-03
6.264424299999999945e+00,-6.842997711213111289e-01,4.970902483030403829e-02,-4.051363242843697421e-02,1.246931662986548339e+00,-5.636391835381626692e-01,-6.411699672938278582e-02,-3.645663234018008958e-01,2.195194115279039959e-01,-8.291239998281296764e-02,6.543323746380185213e-01,-2.989083881008718357e-01,-2.344192985464052525e-01,-2.800000000000000266e-01,-3.110000000000070486e-01,-5.220000000000000195e-01,9.999829263583838168e-01,-2.455787126102893826e-03,-2.702816764640693457e-03,-4.561894655840384102e-03
6.273845800000000139e+00,-7.034907052785827064e-01,4.684238967638609807e-02,-3.969974385800045802e-02,1.281110858816719045e+00,-5.785502611245547655e-01,-6.139320891525342633e-02,-3.631197796010621759e-01,2.215352118659572600e-01,-8.329644983380779522e-02,6.514516573678843514e-01,-2.976016411249515770e-01,-2.364364986670875746e-01,-1.089999999999999858e-01,-3.990000000000009095e-01,-4.719999999999999751e-01,9.999849891284690040e-01,-9.655323851174711820e-04,-3.477975755894269390e-03,-4.122250549184501740e-03
6.284023099999999751e+00,-7.207257557480102328e-01,4.445834145364302437e-02,-3.901743255519796172e-02,1.311711054210345395e+00,-5.918528765312718321e-01,-5.914305479185858611e-02,-3.618040000929962363e-01,2.233459722718089679e-01,-8.363183617235669942e-02,6.488345033510949378e-01,-2.964143395471481313e-01,-2.382455988919057743e-01,1.980000000000000648e-01,-6.520000000000152340e-01,-7.139999999999999680e-01,9.999629705991791573e-01,1.692362079962165568e-03,-5.700389566102967605e-03,-6.220843982140246940e-03
6.294313200000000386e+00,-7.357807210280945531e-01,4.264507357227453888e-02,-3.857923551059250222e-02,1.338355465220604223e+00,-6.033975780618350271e-01,-5.749832406469888163e-02,-3.606273584543596700e-01,2.249472849887137471e-01,-8.392076197132736226e-02,6.464966336897601806e-01,-2.953536489390025110e-01,-2.398431312249172664e-01,1.980000000000000648e-01,-6.520000000000152340e-01,-7.139999999999999680e-01,9.999629705991791573e-01,1.692362079962165568e-03,-5.700389566102967605e-03,-6.220843982140246940e-03
6.303883700000000090e+00,-7.484629653415661998e-01,4.147292567475702185e-02,-3.848707781580507081e-02,1.360726521965522018e+00,-6.130618553954159111e-01,-5.657215999818641233e-02,-3.595967596177009895e-01,2.263362026775110891e-01,-8.416547077589786596e-02,6.444508920062865798e-01,-2.944254276896578482e-01,-2.412270046493649456e-01,7.309999999999999831e-01,-6.680000000000063665e-01,-1.088000000000000078e+00,9.999179440084889903e-01,6.323393743966470096e-03,-5.889550674110342540e-03,-9.456909339313045865e-03
6.314515000000000100e+00,-7.586110221812814025e-01,4.099376350577821349e-02,-3.882394943039058077e-02,1.378562314729064653e+00,-6.207472738496706555e-01,-5.645301748644066669e-02,-3.587172598625109066e-01,2.275115954889006531e-01,-8.436823908421331453e-02,6.427065211438716119e-01,-2.936338977745767131e-01,-2.423968427418006222e-01,7.309999999999999831e-01,-6.680000000000063665e-01,-1.088000000000000078e+00,9.999179440084889903e-01,6.323393743966470096e-03,-5.889550674110342540e-03,-9.456909339313045865e-03
6.324232199999999970e+00,-7.660948596870637006e-01,4.124069859511658720e-02,-3.964646447863606760e-02,1.391654228021859119e+00,-6.263771152418673438e-01,-5.719917870602301418e-02,-3.579918283795231471e-01,2.284743363020749207e-01,-8.453134714394217042e-02,6.412687181025065186e-01,-2.929814418727745284e-01,-2.433541528077579064e-01,1.302000000000000046e+00,-5.639999999999929514e-01,-1.538000000000000034e+00,9.998340300686002768e-01,1.129463580820550851e-02,-5.073535219321568396e-03,-1.336423432598079185e-02
6.333775300000000108e+00,-7.708165694516379007e-01,4.222809168016317116e-02,-4.097905803035595262e-02,1.399845676673127315e+00,-6.298945905940787071e-01,-5.883448411514907023e-02,-3.574212229695524212e-01,2.292273693251432043e-01,-8.465704588537481534e-02,6.401384094978812556e-01,-2.924685007552501048e-01,-2.441023836536524994e-01,1.879000000000000004e+00,-5.090000000000145519e-01,-1.824000000000000066e+00,9.997302007731506679e-01,1.632370448441535296e-02,-4.701666815807068779e-03,-1.584161175935791185e-02
6.343724299999999872e+00,-7.727112469796197924e-01,4.395176930916178115e-02,-4.281049017663551837e-02,1.403031846207979605e+00,-6.312616927677607848e-01,-6.134586915925135941e-02,-3.570039496932169154e-01,2.297757118331043014e-01,-8.474753275051694068e-02,6.393121857531962604e-01,-2.920935429690310059e-01,-2.446469225282196236e-01,1.879000000000000004e+00,-5.090000000000145519e-01,-1.824000000000000066e+00,9.997302007731506679e-01,1.632370448441535296e-02,-4.701666815807068779e-03,-1.584161175935791185e-02
6.354410999999999810e+00,-7.717478583974245465e-01,4.638938082495513981e-02,-4.509312351984751110e-02,1.401160311229906696e+00,-6.304587386817495087e-01,-6.468311552498451356e-02,-3.567362886339345285e-01,2.301264157779239206e-01,-8.480494228922919042e-02,6.387823578396361057e-01,-2.918530904219820421e-01,-2.449950580317476201e-01,2.286000000000000032e+00,-4.370000000000118234e-01,-1.955999999999999961e+00,9.996494040984243989e-01,1.987966088425555111e-02,-4.152697137204243959e-03,-1.698891036172660990e-02
6.363979800000000075e+00,-7.679299330877932261e-01,4.950085269492432438e-02,-4.774515674121238007e-02,1.394232366224523290e+00,-6.274846119260191202e-01,-6.876097654344318078e-02,-3.566123767452051840e-01,2.302884999804961641e-01,-8.483135272848030262e-02,6.385371186862123238e-01,-2.917417917520395143e-01,-2.451559193656993874e-01,2.401000000000000245e+00,-1.239999999999952252e-01,-1.945000000000000062e+00,9.996362883684180023e-01,2.092975248451925396e-02,-1.437303913449831634e-03,-1.694610856244896380e-02
6.373472900000000330e+00,-7.612959853751346539e-01,5.322894755331764038e-02,-5.065567310009466695e-02,1.382304870892333781e+00,-6.223576662301208984e-01,-7.346355403454292443e-02,-3.566243438265563337e-01,2.302728538075378140e-01,-8.482880667746206527e-02,6.385608020980235722e-01,-2.917525402069331975e-01,-2.451403922254144219e-01,2.401000000000000245e+00,-1.239999999999952252e-01,-1.945000000000000062e+00,9.996362883684180023e-01,2.092975248451925396e-02,-1.437303913449831634e-03,-1.694610856244896380e-02
6.383822099999999722e+00,-7.519196464912256683e-01,5.749998941028344746e-02,-5.369205013332134513e-02,1.365492404937377557e+00,-6.151172007924792240e-01,-7.865053460840679134e-02,-3.567624995057944726e-01,2.300921083667291089e-01,-8.479934221496532309e-02,6.388342361958132543e-01,-2.918766346372119180e-01,-2.449610065536992343e-01,2.269000000000000128e+00,4.300000000000068212e-01,-1.824000000000000066e+00,9.996690962539852565e-01,1.985653396143530203e-02,3.436097677478359372e-03,-1.598778554177173600e-02
6.393402400000000263e+00,-7.399095726697476616e-01,6.222485657561782624e-02,-5.670902782785991469e-02,1.343969557739419507e+00,-6.058253828214894554e-01,-8.416468410825239665e-02,-3.570155685627447451e-01,2.297604699431010644e-01,-8.474502947825079957e-02,6.393351877461768140e-01,-2.921039818994564108e-01,-2.446317898623330822e-01,2.038000000000000256e+00,7.879999999999824922e-01,-1.641999999999999904e+00,9.997138186016271133e-01,1.788023745983738019e-02,6.619935263028139602e-03,-1.444833770528070396e-02
6.404313900000000004e+00,-7.254092745712799051e-01,6.730035689949387390e-02,-5.955858739052377615e-02,1.317973249293592275e+00,-5.945694808126438247e-01,-8.983988512661345016e-02,-3.573709699787579464e-01,2.292935114074330372e-01,-8.466800734174717569e-02,6.400388901894524807e-01,-2.924233373400904057e-01,-2.441680806562099570e-01,2.038000000000000256e+00,7.879999999999824922e-01,-1.641999999999999904e+00,9.997138186016271133e-01,1.788023745983738019e-02,6.619935263028139602e-03,-1.444833770528070396e-02
6.413701399999999886e+00,-7.085970744479445083e-01,7.261108142041639013e-02,-6.209976937238104178e-02,1.287805081859541900e+00,-5.814642883941267826e-01,-9.550899933729578573e-02,-3.578151326152466671e-01,2.287079196630850131e-01,-8.457051474898547028e-02,6.409186434011964195e-01,-2.928225778600630491e-01,-2.435862986969636046e-01,1.978000000000000203e+00,1.024000000000000909e+00,-1.417000000000000037e+00,9.997327602049310702e-01,1.736892024628461026e-02,8.720529693910794578e-03,-1.251723389433330273e-02
6.423869299999999782e+00,-6.896864297852220993e-01,7.803178725437875940e-02,-6.420765008713269495e-02,1.253833838900616726e+00,-5.666546599832731346e-01,-1.010109348603342311e-01,-3.583338380835828230e-01,2.280212001572168301e-01,-8.445491170576668871e-02,6.419464685483990962e-01,-2.932889999401511183e-01,-2.429036717459087391e-01,1.978000000000000203e+00,1.024000000000000909e+00,-1.417000000000000037e+00,9.997327602049310702e-01,1.736892024628461026e-02,8.720529693910794578e-03,-1.251723389433330273e-02
6.433345599999999997e+00,-6.689268591246771978e-01,8.343030028019882138e-02,-6.578086836409768878e-02,1.216498354277085525e+00,-5.503181355221382631e-01,-1.061964701881853435e-01,-3.589125795803132513e-01,2.272513426304714201e-01,-8.432368583312932486e-02,6.430937976369630604e-01,-2.938096333051083420e-01,-2.421379216182711624e-01,1.961000000000000298e+00,1.144999999999981810e+00,-1.324000000000000066e+00,9.997349545590069608e-01,1.722554878146807800e-02,9.792013324471649655e-03,-1.172252434976800081e-02
6.444198899999999952e+00,-6.466056644259580155e-01,8.867086700927795384e-02,-6.674730737606227038e-02,1.176311040577891376e+00,-5.326676851534717372e-01,-1.109325909305749897e-01,-3.595369243854883434e-01,2.264164554008432084e-01,-8.417944167726987281e-02,6.443321748299837282e-01,-2.943715597751359603e-01,-2.413069156571151508e-01,1.473000000000000309e+00,1.370000000000004547e+00,-1.532999999999999918e+00,9.997543982888338343e-01,1.301184552782405461e-02,1.178122049117016033e-02,-1.352914712131659224e-02
6.454114500000000199e+00,-6.230505610102358149e-01,9.361783500103704192e-02,-6.706774427946315953e-02,1.133862355066496796e+00,-5.139546330049213907e-01,-1.151052947815228572e-01,-3.601928673108378831e-01,2.255343785136987300e-01,-8.402487161472782518e-02,6.456339452959642955e-01,-2.949622262706403930e-01,-2.404282930319324163e-01,1.473000000000000309e+00,1.370000000000004547e+00,-1.532999999999999918e+00,9.997543982888338343e-01,1.301184552782405461e-02,1.178122049117016033e-02,-1.352914712131659224e-02
