time_perf,ql_0,ql_1,ql_2,ql_3,ql_4,ql_5,qr_0,qr_1,qr_2,qr_3,qr_4,qr_5
7.730657700000000077e+00,-4.598077522820345209e-01,2.216945949432336249e-03,-1.097851029451257787e-03,8.447801909192822478e-01,-3.849736555760649992e-01,-2.473888487985322765e-03,-4.186120452429955008e-01,1.113731398295068065e-01,-4.940827429395078241e-02,7.647467807916754623e-01,-3.488895190939009794e-01,-1.217992217231904650e-01
7.740672199999999670e+00,-4.564391918486430111e-01,-1.214170885566789870e-02,5.961625203320330968e-03,8.385910238311122811e-01,-3.821880246930522418e-01,1.352628265573701562e-02,-4.228626714388801777e-01,9.684956246202514052e-02,-4.348778420013355017e-02,7.736771790072074495e-01,-3.529223730501755973e-01,-1.061372115157092622e-01
7.751095499999999916e+00,-4.525351330117947102e-01,-2.611389100091465743e-02,1.269407273796918645e-02,8.312540861906017042e-01,-3.788847106398272047e-01,2.903511933719320204e-02,-4.263866876967593589e-01,8.276375121547419056e-02,-3.753529786713505345e-02,7.811101581468236077e-01,-3.562778209136356899e-01,-9.085988344801615435e-02
7.760756200000000327e+00,-4.482131720370436945e-01,-3.961965008804368971e-02,1.904394891669847212e-02,8.230053202997833495e-01,-3.751694663147464581e-01,4.395678417380546876e-02,-4.292382317763164812e-01,6.919209895187794501e-02,-3.163335954666446348e-02,7.871443068816486033e-01,-3.590009924027346422e-01,-7.606982621275078238e-02
7.770978699999999684e+00,-4.435967907647417885e-01,-5.261425345868242509e-02,2.498461073927304987e-02,8.140930919925928322e-01,-3.711537603933017238e-01,5.824014336828636090e-02,-4.314817014721505362e-01,5.617449731601187324e-02,-2.584425887598973404e-02,7.919041292714066316e-01,-3.611485532543725618e-01,-6.182877261763432969e-02
7.780607500000000343e+00,-4.388102554263889066e-01,-6.507352105308861212e-02,3.050979933700248559e-02,8.047668525747857515e-01,-3.669497145886051470e-01,7.186164925702956396e-02,-4.331832432592060966e-01,4.372964450425342875e-02,-2.021486308289399680e-02,7.955215247289526559e-01,-3.627803613534177352e-01,-4.817324961949855794e-02
7.790263799999999961e+00,-4.339755739508686094e-01,-7.698391038098462147e-02,3.562723544801071895e-02,7.952705400942559066e-01,-3.626671507099965552e-01,8.481340488683193624e-02,-4.344066645849015140e-01,3.186534647512040408e-02,-1.478083956666487175e-02,7.981263967695504391e-01,-3.639552546876245742e-01,-3.512548323180439414e-02
7.801536200000000143e+00,-4.292103621903899380e-01,-8.833679444157294114e-02,4.035423686951378208e-02,7.858381916133092560e-01,-3.584116129460230837e-01,9.709590709068802172e-02,-4.352119344087964636e-01,2.058446844310046764e-02,-9.569664772386188289e-03,7.998427578001994220e-01,-3.647293208522168761e-01,-2.269990946988611341e-02
7.810634699999999597e+00,-4.246258186535052936e-01,-9.912597237046893994e-02,4.471487829346010301e-02,7.766900069810569462e-01,-3.542825764275807643e-01,1.087144187011332558e-01,-4.356549393751459331e-01,9.887575159696737614e-03,-4.602393177917996070e-03,8.007875959605073035e-01,-3.651554100651273060e-01,-1.090621268894740106e-02
7.820959700000000403e+00,-4.203243935530261988e-01,-1.093473276708036845e-01,4.873810036275161295e-02,7.680279527257107830e-01,-3.503714345177781908e-01,1.196777506898204502e-01,-4.357876550108107927e-01,2.266061987739043104e-04,-1.055179824214214079e-04,8.010707357668565010e-01,-3.652830927115600090e-01,-2.499688255493441526e-04
7.831214899999999979e+00,-4.163970888432462214e-01,-1.189996018390717669e-01,5.245624048629160541e-02,7.600307466104752052e-01,-3.467591962219778168e-01,1.299983042050924520e-01,-4.356582953251562085e-01,-9.761847034182924432e-03,4.543912746481026943e-03,8.007947551704788225e-01,-3.651586385501901511e-01,1.076755054383723292e-02
7.840228399999999986e+00,-4.129206010958486051e-01,-1.280854137269094029e-01,5.590361654561726290e-02,7.528486311606199521e-01,-3.435140818919029115e-01,1.396924287736896197e-01,-4.353112981801181003e-01,-1.872533132207410134e-02,8.707771360490390578e-03,8.000546423629222303e-01,-3.648248750321525513e-01,2.065077365443722390e-02
7.850763899999999573e+00,-4.096749764421894202e-01,-1.366149901726454452e-01,5.907118761349061664e-02,7.460935348410249190e-01,-3.404610207004434841e-01,1.487659917505390617e-01,-4.370465199957945801e-01,-2.664731267680919835e-02,1.244690762915778848e-02,8.030614201766717031e-01,-3.661807504553253878e-01,2.941034019714817635e-02
7.861021899999999896e+00,-4.064192866226130074e-01,-1.446050042144160219e-01,6.193919923843260733e-02,7.393390796364149864e-01,-3.374073994921680253e-01,1.572268633087767487e-01,-4.431025010111849238e-01,-3.306957852823799726e-02,1.568988714618235747e-02,8.139178051675717285e-01,-3.710747621002608021e-01,3.660163707842084557e-02
7.870536900000000280e+00,-4.031820704689716428e-01,-1.520758241960968871e-01,6.452835807905632493e-02,7.326441593504062766e-01,-3.343798653345571026e-01,1.651024141961834057e-01,-4.532666218417394366e-01,-3.804369856888145662e-02,1.852412816196191692e-02,8.322452277521126263e-01,-3.793310216629941500e-01,4.231194581664296517e-02
7.880733199999999883e+00,-3.999861233922793469e-01,-1.590529576260302225e-01,6.686093783912672173e-02,7.260551094301952446e-01,-3.313994122168129053e-01,1.724252197033484535e-01,-4.671408526712066411e-01,-4.165150308425813463e-02,2.099878332151661198e-02,8.573171396358887364e-01,-3.906136817083067925e-01,4.664270125226595287e-02
7.891174300000000308e+00,-3.968490907051983596e-01,-1.655649668045571232e-01,6.895954697177653081e-02,7.196071392796099531e-01,-3.284820201810791929e-01,1.792306685889842599e-01,-4.841956540495661043e-01,-4.400139459269625242e-02,2.313117652610641173e-02,8.881604917237808650e-01,-4.044738444956479384e-01,4.970743091678570674e-02
7.900292099999999706e+00,-3.937845049392821872e-01,-1.716411873532455168e-01,7.084605916095321199e-02,7.133266462389160623e-01,-3.256396948557203075e-01,1.855544622220716144e-01,-5.038286269345576551e-01,-4.522373965785009275e-02,2.491747769754826258e-02,9.236654689195518131e-01,-4.204003979373593936e-01,5.162987483921995663e-02
7.910533100000000317e+00,-3.908029935812227795e-01,-1.773097318132517142e-01,7.254085001771604091e-02,7.072338312123740423e-01,-3.228816455687217868e-01,1.914304974829247330e-01,-5.254152999007623004e-01,-4.546591912838682248e-02,2.634481901012963867e-02,9.626803825324774522e-01,-4.378641161546550364e-01,5.254256339456538083e-02
7.921565600000000096e+00,-3.879134413624962252e-01,-1.825960110052942120e-01,7.406236211480887732e-02,7.013451710356672919e-01,-3.202154007021986715e-01,1.968893522021845366e-01,-5.483459316415977280e-01,-4.488738244328915883e-02,2.740256803188034773e-02,1.004080667375841784e+00,-4.563498922701167970e-01,5.258586711393693769e-02
7.930712999999999901e+00,-3.851239641584517925e-01,-1.875218350883345320e-01,7.542695369454199827e-02,6.956754629598078665e-01,-3.176477310851568703e-01,2.019574109740044920e-01,-5.720479614251234857e-01,-4.365489249590459586e-02,2.809139491762557839e-02,1.046811480763977009e+00,-4.753768204603252556e-01,5.190736676703552183e-02
7.941850500000000146e+00,-3.824426198713762326e-01,-1.921050517312532513e-01,7.664895834191365331e-02,6.902393016715144825e-01,-3.151853176961090242e-01,2.066565638061467203e-01,-5.959969333714543183e-01,-4.193805137263728611e-02,2.842958072470502806e-02,1.089909161390933079e+00,-4.945084961612415952e-01,5.066129969896538549e-02
7.950681900000000191e+00,-3.798778356791704391e-01,-1.963596249008643380e-01,7.774087924267170102e-02,6.850519606495719671e-01,-3.128351503530399924e-01,2.110043600971643341e-01,-6.197196006027425597e-01,-3.990514961386892878e-02,2.845651737358712019e-02,1.132508301571105491e+00,-5.133565954249141861e-01,4.900779983360635528e-02
7.960437999999999903e+00,-3.774385682480157489e-01,-2.002960391056665124e-01,7.871365126878959728e-02,6.801297239751811219e-01,-3.106046777970821182e-01,2.150144874569917819e-01,-6.427924881876793117e-01,-3.771936704498179971e-02,2.823358166633127553e-02,1.173840308221633322e+00,-5.315803949553656871e-01,4.711165128209041791e-02
7.970846400000000109e+00,-3.751342356617576312e-01,-2.039219173194986023e-01,7.957691946360467838e-02,6.754897568864031143e-01,-3.085017487973784611e-01,2.186974539613104063e-01,-6.648383211400921144e-01,-3.553535712930666612e-02,2.784263923650276418e-02,1.213227678314954261e+00,-5.488841402568556127e-01,4.514031256805940695e-02
7.981021400000000376e+00,-3.729744704284077006e-01,-2.072427560132314994e-01,8.033929884576851421e-02,6.711496215283316857e-01,-3.065343922647363328e-01,2.220613724741149764e-01,-6.855218763756335543e-01,-3.349625659194654936e-02,2.738245100710945401e-02,1.250076661163676661e+00,-5.650134611267896290e-01,4.326103754361751430e-02
7.990676399999999902e+00,-3.709687457089332896e-01,-2.102627005380763858e-01,8.100859523094916526e-02,6.671265466850417880e-01,-3.047104855448754535e-01,2.251127691858657576e-01,-7.045461630000094955e-01,-3.173116776779361103e-02,2.696327775291118556e-02,1.283869825198769909e+00,-5.797515121561809259e-01,4.163701866473446672e-02
8.001793599999999174e+00,-3.691259249812680054e-01,-2.129853039685227767e-01,8.159197878963331263e-02,6.634365534444492951e-01,-3.030373570722222354e-01,2.278573609404755673e-01,-7.216493846596750972e-01,-3.035315594291132513e-02,2.670003500471529456e-02,1.314159301312171735e+00,-5.929151870002229430e-01,4.042260492172339986e-02
8.010908499999999322e+00,-3.674537809056444004e-01,-2.154142299392702853e-01,8.209611096975955036e-02,6.600935273988612906e-01,-3.015213645061765035e-01,2.303007649199090567e-01,-7.366028470581508225e-01,-2.945778485292627202e-02,2.670444221239631766e-02,1.340561044540270252e+00,-6.043515761566804478e-01,3.975779201475385799e-02
8.022047799999999285e+00,-3.659585323077938490e-01,-2.175538615217817995e-01,8.252722885832164401e-02,6.571083324312869678e-01,-3.001674915515541997e-01,2.324491064926708928e-01,-7.492097941065267719e-01,-2.912217021195417921e-02,2.707671023010371769e-02,1.362750235377202301e+00,-6.139347595062134566e-01,3.976231572341697856e-02
8.030449400000000182e+00,-3.646444725335521442e-01,-2.194097470871834155e-01,8.289118679644547072e-02,6.544881083162286117e-01,-2.989790281082083112e-01,2.343094601699321489e-01,-7.593050498612371468e-01,-2.940445422217852212e-02,2.789737672815206793e-02,1.380457845515717707e+00,-6.215630053766796337e-01,4.052975734671449004e-02
8.040920800000000312e+00,-3.635137309171817543e-01,-2.209888602661000956e-01,8.319346512146630346e-02,6.522358306072710832e-01,-2.979573695059478666e-01,2.358901049824699836e-01,-7.667552811174719318e-01,-3.034360268666835836e-02,2.921999350409887342e-02,1.393468345991724533e+00,-6.271564503694286863e-01,4.212220518875738756e-02
8.050551199999999241e+00,-3.625661470526600483e-01,-2.222997304673244301e-01,8.343916822551267209e-02,6.503500882338757449e-01,-2.971019147420523865e-01,2.372006540003639419e-01,-7.714596653432425066e-01,-3.195946773593205670e-02,3.106543726539157113e-02,1.401618504597863968e+00,-6.306553388524664960e-01,4.456613460092159751e-02
8.060425099999999787e+00,-3.617992316210040249e-01,-2.233524957314747539e-01,8.363302786525950161e-02,6.488250240559239046e-01,-2.964100389647157385e-01,2.382521113610080454e-01,-7.733507463874721433e-01,-3.425304569499387775e-02,3.341852558835367581e-02,1.404797191400781742e+00,-6.320188973828604340e-01,4.785010090171622904e-02
8.070759799999999373e+00,-3.612081971240658773e-01,-2.241589068622289460e-01,8.377941935441546306e-02,6.476504041597577199e-01,-2.958771247118718861e-01,2.390568861799491629e-01,-7.723952795100240687e-01,-3.720685824214209347e-02,3.622741168859056060e-02,1.402946070467673501e+00,-6.312248965052371652e-01,5.192465628400071836e-02
8.081134900000000343e+00,-3.607860492377282791e-01,-2.247322955877542050e-01,8.388239270090669386e-02,6.468117973931519771e-01,-2.954966435081436416e-01,2.396287758711167226e-01,-7.685949069049993199e-01,-4.078541571471205884e-02,3.940594387705198542e-02,1.396061008651725999e+00,-6.282699110356970706e-01,5.670465012413628686e-02
8.090779899999999358e+00,-3.605237339564609789e-01,-2.250875093523849735e-01,8.394571717174348358e-02,6.462908563148861418e-01,-2.952602837873330444e-01,2.399829208644266021e-01,-7.619865646493314548e-01,-4.493577289606109915e-02,4.283884741520904704e-02,1.384193995412191569e+00,-6.231702382859918288e-01,6.207378683559004046e-02
8.100941399999999959e+00,-3.604103373952570188e-01,-2.252408100713805261e-01,8.397293556143980986e-02,6.460656947342977574e-01,-2.951581229027180342e-01,2.401357271825011463e-01,-7.526425982367892509e-01,-4.958824278095552707e-02,4.638926976397117485e-02,1.367455358722327929e+00,-6.159633836421010145e-01,6.789104315083537011e-02
8.110981999999999914e+00,-3.604333346646802494e-01,-2.252097324997637262e-01,8.396742317207261941e-02,6.461113566043401590e-01,-2.951788407854545326e-01,2.401047514531236271e-01,-7.406706482959113380e-01,-5.465737468533826693e-02,4.990797790332757167e-02,1.346016093154767113e+00,-6.067099870696304187e-01,7.399833505826584890e-02
8.120828899999999351e+00,-3.605788824587283781e-01,-2.250128985661725700e-01,8.393244592665460857e-02,6.464003678319336643e-01,-2.953099713493854139e-01,2.399085434684962714e-01,-7.262134485266223960e-01,-6.004331627738812571e-02,5.324334941783748221e-02,1.320110189318103977e+00,-5.954960523227539326e-01,8.022870985794522403e-02
8.131025899999999140e+00,-3.608321476935255623e-01,-2.246697861264232987e-01,8.387121200255731601e-02,6.469033581499772367e-01,-2.955381857304999471e-01,2.395664433916399882e-01,-7.094487407548567548e-01,-6.563365995903480687e-02,5.625127579585953441e-02,1.290036959759941482e+00,-5.824353570813229908e-01,8.641433631035504159e-02
8.140652700000000408e+00,-3.611776623465611236e-01,-2.242004533904684571e-01,8.378691182996056419e-02,6.475897358079034660e-01,-2.958495994598928647e-01,2.390983334702346252e-01,-6.905895458092002892e-01,-7.130582741156410442e-02,5.880418863649938821e-02,1.256163476344275054e+00,-5.676719638123524092e-01,9.239366668046782027e-02
8.150615900000000025e+00,-3.615996929792852921e-01,-2.236252233231939002e-01,8.368274221788207790e-02,6.484283942910789023e-01,-2.962300940674289507e-01,2.385243472231921014e-01,-6.698850265986994179e-01,-7.692998406386641896e-02,6.079859606095738833e-02,1.218927342356257881e+00,-5.513828072643991440e-01,9.801731929032284074e-02
8.160629399999999478e+00,-3.620826124474397223e-01,-2.229643353842938325e-01,8.356191170482629715e-02,6.493884279283417271e-01,-2.966656425598470648e-01,2.378645422959736744e-01,-6.476221381176281433e-01,-8.237241230458924868e-02,6.216073342474337515e-02,1.178840089011963244e+00,-5.337803880112250710e-01,1.031524387770072354e-01
