1.635008119046688080e-02,3.469854826107621193e-03,3.433522880077362061e-01,-1.654283516108989716e-02,2.064508735202252865e-04,9.264282882213592529e-02,9.955619573593139648e-01,-2.741938084363937378e-02,2.866754829883575439e-01,-8.377599716186523438e-01,1.130227670073509216e-01,9.002256989479064941e-01,-8.377599716186523438e-01,1.539274305105209351e-02,3.036532700061798096e-01,-8.377599716186523438e-01,-1.368554681539535522e-02,3.012842833995819092e-01,-8.377599716186523438e-01
2.750557847321033478e-02,8.818659931421279907e-03,3.444216549396514893e-01,-2.283291332423686981e-02,2.754579484462738037e-02,7.639191299676895142e-02,9.964357018470764160e-01,-1.289796829223632812e-02,2.514720857143402100e-01,-8.377599716186523438e-01,1.091114804148674011e-01,8.943616747856140137e-01,-8.377599716186523438e-01,-7.652824278920888901e-03,2.678879201412200928e-01,-8.377599716186523438e-01,7.719414681196212769e-02,1.047409400343894958e-01,-8.377599716186523438e-01
3.743747994303703308e-02,1.410697121173143387e-02,3.433791100978851318e-01,-1.668187230825424194e-02,2.340439707040786743e-02,5.710596218705177307e-02,9.979543089866638184e-01,-1.403314992785453796e-02,2.981305420398712158e-01,-8.377599716186523438e-01,6.754069775342941284e-02,9.359081983566284180e-01,-8.377599716186523438e-01,-1.952670142054557800e-02,3.131351172924041748e-01,-8.377599716186523438e-01,1.248376220464706421e-01,2.474507130682468414e-02,-8.377599716186523438e-01
4.576813802123069763e-02,1.895612105727195740e-02,3.405410647392272949e-01,3.211403964087367058e-03,8.796130307018756866e-03,4.143448919057846069e-02,9.990973472595214844e-01,-4.199521616101264954e-02,3.661345839500427246e-01,-8.377599716186523438e-01,2.149479091167449951e-02,9.110791683197021484e-01,-8.377600312232971191e-01,-4.879373311996459961e-02,3.810882270336151123e-01,-8.377599716186523438e-01,1.262354701757431030e-01,7.326874765567481518e-04,-8.377599716186523438e-01
5.283099040389060974e-02,2.349036745727062225e-02,3.364110589027404785e-01,3.254598006606101990e-02,-1.036108285188674927e-02,2.908351644873619080e-02,9.989932775497436523e-01,-8.876780420541763306e-02,4.410170316696166992e-01,-8.377599716186523438e-01,-3.450269252061843872e-02,8.042835593223571777e-01,-8.377600908279418945e-01,-9.926465153694152832e-02,4.569123685359954834e-01,-8.377599716186523438e-01,9.569916129112243652e-02,2.024225331842899323e-02,-8.377599716186523438e-01
5.857495963573455811e-02,2.893688343465328217e-02,3.328513801097869873e-01,5.403983965516090393e-02,-1.844874024391174316e-02,1.833301037549972534e-02,9.981999993324279785e-01,-1.158563941717147827e-01,4.883832931518554688e-01,-8.377599716186523438e-01,-9.480334818363189697e-02,6.225464940071105957e-01,-8.377614021301269531e-01,-1.563882678747177124e-01,5.016074180603027344e-01,-8.377599716186523438e-01,5.689414218068122864e-02,6.448964774608612061e-02,-8.377599716186523438e-01
6.363523751497268677e-02,3.511966019868850708e-02,3.310620486736297607e-01,6.105497479438781738e-02,-1.873306930065155029e-02,8.665969595313072205e-03,9.979209899902343750e-01,-1.095091328024864197e-01,5.211761593818664551e-01,-8.377599716186523438e-01,-1.382735669612884521e-01,4.531452953815460205e-01,-8.377614617347717285e-01,-2.057192027568817139e-01,5.204800963401794434e-01,-8.377599716186523438e-01,2.039177156984806061e-02,7.308639585971832275e-02,-8.377599716186523438e-01
6.870566308498382568e-02,4.252975061535835266e-02,3.312910199165344238e-01,5.121034756302833557e-02,-5.958691239356994629e-03,-5.664996802806854248e-03,9.986540675163269043e-01,-6.565208733081817627e-02,5.246959328651428223e-01,-8.377599716186523438e-01,-1.579222679138183594e-01,3.407220244407653809e-01,-8.377637267112731934e-01,-2.322913855314254761e-01,5.007394552230834961e-01,-8.377599716186523438e-01,1.935776881873607635e-02,5.616783350706100464e-02,-8.377599716186523438e-01
7.352578639984130859e-02,5.014965683221817017e-02,3.307690322399139404e-01,3.465311229228973389e-02,-4.944398067891597748e-03,-3.316361829638481140e-02,9.988367557525634766e-01,-2.696279902011156082e-03,5.503806471824645996e-01,-8.377599716186523438e-01,-1.609492003917694092e-01,2.941015660762786865e-01,-8.377633094787597656e-01,-2.332631498575210571e-01,4.898384809494018555e-01,-8.377599716186523438e-01,2.978048101067543030e-02,6.034096330404281616e-02,-8.377599716186523438e-01
7.794424891471862793e-02,5.770740285515785217e-02,3.289882838726043701e-01,2.033387497067451477e-02,-5.167983938008546829e-03,-6.050803139805793762e-02,9.979472160339355469e-01,5.738634616136550903e-02,5.799928903579711914e-01,-8.377599716186523438e-01,-1.866704225540161133e-01,3.035709261894226074e-01,-8.377617597579956055e-01,-2.351639270782470703e-01,4.587930440902709961e-01,-8.377599716186523438e-01,4.150728881359100342e-02,6.231670454144477844e-02,-8.377599716186523438e-01
8.177272975444793701e-02,6.530147045850753784e-02,3.269321918487548828e-01,1.030551176518201828e-02,-7.753872778266668320e-03,-9.060390293598175049e-02,9.958034753799438477e-01,1.095378473401069641e-01,6.139038205146789551e-01,-8.377599716186523438e-01,-2.167095392942428589e-01,3.427532315254211426e-01,-8.377599716186523438e-01,-2.346927374601364136e-01,3.716715276241302490e-01,-8.377599716186523438e-01,4.568477720022201538e-02,6.329289078712463379e-02,-8.377599716186523438e-01
8.553749322891235352e-02,7.222044467926025391e-02,3.259422183036804199e-01,4.900810774415731430e-03,-1.242531277239322662e-02,-1.192304864525794983e-01,9.927767515182495117e-01,1.569377928972244263e-01,6.531585454940795898e-01,-8.377599716186523438e-01,-2.397478520870208740e-01,4.033925831317901611e-01,-8.377599716186523438e-01,-2.064109891653060913e-01,2.123423516750335693e-01,-8.377599716186523438e-01,3.860922530293464661e-02,6.765018403530120850e-02,-8.377599716186523438e-01
8.915146440267562866e-02,7.905499637126922607e-02,3.254783451557159424e-01,4.198491107672452927e-03,-1.982791908085346222e-02,-1.512822806835174561e-01,9.882827997207641602e-01,2.030861824750900269e-01,7.029858827590942383e-01,-8.377599716186523438e-01,-2.508701384067535400e-01,4.756862223148345947e-01,-8.377599716186523438e-01,-1.598280519247055054e-01,4.228926077485084534e-02,-8.377599716186523438e-01,1.690651476383209229e-02,7.505156099796295166e-02,-8.377599716186523438e-01
9.339972585439682007e-02,8.554846793413162231e-02,3.245377242565155029e-01,9.866142645478248596e-03,-3.049612417817115784e-02,-1.954663991928100586e-01,9.801864624023437500e-01,2.413257062435150146e-01,7.675359249114990234e-01,-8.377599716186523438e-01,-2.505335211753845215e-01,5.680884122848510742e-01,-8.377599716186523438e-01,-8.437579125165939331e-02,-5.561412870883941650e-02,-8.377599716186523438e-01,-1.793217100203037262e-02,8.420884609222412109e-02,-8.377599716186523438e-01
9.974196553230285645e-02,9.204846620559692383e-02,3.216648399829864502e-01,1.509609073400497437e-02,-4.496080800890922546e-02,-2.559759616851806641e-01,9.655190110206604004e-01,2.786654531955718994e-01,8.573146462440490723e-01,-8.377599716186523438e-01,-2.267062216997146606e-01,5.861827135086059570e-01,-8.377599716186523438e-01,4.367626830935478210e-02,-1.659453846514225006e-02,-8.377599716186523438e-01,-5.656690895557403564e-02,1.001856178045272827e-01,-8.377599716186523438e-01
1.072009652853012085e-01,9.707505255937576294e-02,3.189899623394012451e-01,1.649099960923194885e-02,-5.454506352543830872e-02,-2.977015376091003418e-01,9.529567956924438477e-01,3.147255182266235352e-01,9.174528121948242188e-01,-8.377599716186523438e-01,-1.793259680271148682e-01,5.799605846405029297e-01,-8.377599716186523438e-01,5.608597025275230408e-02,5.711201205849647522e-02,-8.377599716186523438e-01,-9.108144789934158325e-02,1.054398790001869202e-01,-8.377599716186523438e-01
1.142721027135848999e-01,1.010784059762954712e-01,3.182593584060668945e-01,2.562367729842662811e-02,-5.244848132133483887e-02,-3.354423344135284424e-01,9.402505159378051758e-01,2.897740006446838379e-01,9.199498295783996582e-01,-8.377599716186523438e-01,-1.435281336307525635e-01,5.686948299407958984e-01,-8.377599716186523438e-01,6.626232061535120010e-03,6.699288636445999146e-02,-8.377599716186523438e-01,-1.274450421333312988e-01,8.855857700109481812e-02,-8.377599716186523438e-01
1.218983829021453857e-01,1.035541072487831116e-01,3.194740414619445801e-01,3.437142074108123779e-02,-2.563092298805713654e-02,-3.742121160030364990e-01,9.263514280319213867e-01,2.514193356037139893e-01,8.894328474998474121e-01,-8.377599716186523438e-01,-9.283959865570068359e-02,5.113676190376281738e-01,-8.377599716186523438e-01,-3.119792230427265167e-02,2.685853280127048492e-02,-8.377599716186523438e-01,-1.371430754661560059e-01,3.029843606054782867e-02,-8.377599716186523438e-01
